sample_idx,mode,architecture,xai_method,gradcam_target,layer,true_label,pred_label,target_label,corr_pca_xai,soft_iou_pca_xai,nmi_pca_xai,lsas,lsas_pca_center,lsas_xai_center,lsas_shuffled
268,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,5,5,0.28206774592399597,0.41382038593292236,0.1018097975231385,0.34794406592845917,0.00854194164276123,0.1303606852889061,0.21493242401629686
269,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,5,5,0.27756544947624207,0.5655573010444641,0.1193529892186565,0.4215613752603531,0.7248731851577759,0.40435606241226196,0.2066860869526863
270,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,6,6,0.4935375452041626,0.5910031199455261,0.14297861853353913,0.5422703325748444,-0.07837346196174622,0.0030214786529541016,0.260233536362648
271,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,6,6,0.27930977940559387,0.28079354763031006,0.10398652958389805,0.28005166351795197,0.1608213447034359,0.20362452417612076,0.18878848478198051
272,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.41355645656585693,0.5791981220245361,0.09434088065402645,0.49637728929519653,0.17051739245653152,0.5782947242259979,0.10784388333559036
273,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,3,3,-0.04456428438425064,0.3687470257282257,0.1271109629239109,0.16209137067198753,0.4580264687538147,-0.0635632574558258,0.1322033479809761
274,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.5837036371231079,0.24931485950946808,0.1472877625521152,0.416509248316288,0.16939020156860352,0.2013021633028984,0.18748528510332108
275,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,3,3,0.1941116452217102,0.37108051776885986,0.12405547025969359,0.28259608149528503,0.5254159420728683,0.28046083450317383,0.29626066237688065
276,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.030288714915513992,0.40435799956321716,0.1302903353922149,0.21732335723936558,0.2610807940363884,0.09153605997562408,0.013167161494493484
277,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,2,2,-0.3458366096019745,0.4081156849861145,0.09394199228212613,0.031139537692070007,0.10615521669387817,0.40833015739917755,0.3435475341975689
278,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,4,4,0.5174847841262817,0.3721637427806854,0.10391090526083072,0.4448242634534836,0.47231341898441315,0.49944281578063965,0.15929927676916122
279,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,3,3,0.491167813539505,0.44012320041656494,0.1323494502914935,0.465645506978035,0.45436178147792816,0.5318260788917542,0.07863139361143112
280,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,7,7,-0.3339785039424896,0.26782655715942383,0.08317149092283574,-0.0330759733915329,0.39449547231197357,0.14455574471503496,0.21305474638938904
281,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,7,7,-0.32444003224372864,0.395749032497406,0.10293806549926594,0.035654500126838684,0.45615456998348236,0.10343890637159348,0.21925583761185408
282,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.5790600776672363,0.19967906177043915,0.11513155895375765,0.38936956971883774,0.6195907294750214,0.4048423022031784,0.17262034863233566
283,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,0,0,0.4246341586112976,0.4876604974269867,0.14936234058140807,0.45614732801914215,0.26269565895199776,0.3181021884083748,0.16985615715384483
284,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,8,8,0.25610634684562683,0.11058186739683151,0.09967522739034211,0.18334410712122917,0.11795525252819061,0.07052167668007314,0.04718413203954697
285,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,9,9,-0.13948965072631836,0.2843247056007385,0.10341139924731607,0.07241752743721008,0.24366998299956322,0.16041820496320724,0.38798968493938446
286,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,0,0,0.11385852098464966,0.52879798412323,0.09666442570920948,0.3213282525539398,0.42811691761016846,0.5048444271087646,0.07154756784439087
287,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.6325981020927429,0.353594034910202,0.16315086838613335,0.4930960685014725,0.3014085069298744,0.1636499622836709,0.1654149442911148
288,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,5,5,0.1884140819311142,0.5926914811134338,0.13410219263329917,0.390552781522274,0.4093908965587616,0.08085472881793976,0.2231263369321823
289,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,8,8,0.14091134071350098,0.2252938598394394,0.13257473132401804,0.18310260027647018,0.2640755958855152,0.2991429716348648,-0.04151540994644165
290,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,1,1,0.5976048111915588,0.4574263393878937,0.12167414952926693,0.5275155752897263,0.19931779988110065,0.08600124716758728,0.11224527284502983
291,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,2,2,0.805769681930542,0.5072019696235657,0.15804011450292219,0.6564858257770538,0.45439504086971283,0.40780531615018845,0.34547364711761475
292,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,4,4,0.33494314551353455,0.4401460886001587,0.0866567380573622,0.3875446170568466,0.3198082223534584,0.17223790637217462,0.21089580655097961
293,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,8,8,0.3586522936820984,0.5089084506034851,0.1300964814690811,0.43378037214279175,0.2916587106883526,-0.008055686950683594,0.22071930766105652
294,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,5,5,-0.2059050053358078,0.4081071615219116,0.10274120110227634,0.10110107809305191,0.3780791237950325,0.05303344130516052,0.1635105274617672
295,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,4,4,0.49369576573371887,0.24596363306045532,0.10230013541751624,0.3698296993970871,0.4594776928424835,0.18004857748746872,0.014965500682592392
296,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.7914233207702637,0.4517512023448944,0.14452897519579486,0.621587261557579,-0.06768889725208282,-0.0030844509601593018,-0.030879348516464233
297,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.7664821147918701,0.2893620431423187,0.23649546915704686,0.5279220789670944,0.5637933015823364,0.3353414386510849,0.38219815492630005
298,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.5484314560890198,0.265826016664505,0.15951111728195042,0.4071287363767624,0.5335159450769424,0.35174985229969025,0.04306403174996376
299,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,-0.0006898660794831812,0.5140975117683411,0.07060642825410103,0.25670382284442894,0.5886382460594177,0.1950665656477213,0.08925552666187286
300,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.2440824657678604,0.5091322064399719,0.08573407299378599,0.37660733610391617,0.28251924365758896,-0.07978901267051697,0.005843326449394226
301,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.5757812857627869,0.19894853234291077,0.10369795026606252,0.3873649090528488,0.24269662238657475,0.0788576249324251,0.22622472420334816
302,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,7,7,0.5190791487693787,0.27871808409690857,0.11587958198661767,0.3988986164331436,0.4656306207180023,0.43042993545532227,0.08712491765618324
303,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,8,8,0.1891193985939026,0.23140688240528107,0.11760986678890509,0.21026314049959183,0.2976354733109474,-0.08699799329042435,0.2140023410320282
304,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,4,4,0.7395142316818237,0.4801788032054901,0.1258170378130889,0.6098465174436569,0.4981129616498947,0.44008928537368774,0.46673114597797394
305,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,0,0,0.7527860999107361,0.27540498971939087,0.22110400497045368,0.5140955448150635,0.23279882548376918,0.14154664613306522,0.27539733797311783
306,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.6083660125732422,0.4227539002895355,0.13267326220846182,0.5155599564313889,0.1417449750006199,0.09914268739521503,0.21260889992117882
307,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,0,0,0.022772280499339104,0.3260401785373688,0.12426350760978937,0.17440622951835394,0.4019242078065872,0.22825633734464645,0.11970433965325356
308,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,1,1,-0.27655306458473206,0.3636685311794281,0.08018240218141352,0.04355773329734802,0.16484997048974037,0.08022615313529968,0.19370657205581665
309,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,4,4,0.43390801548957825,0.4563160240650177,0.10077278314864498,0.445112019777298,0.4487323611974716,0.27823490649461746,0.3074937276542187
310,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.563081681728363,0.13578885793685913,0.12787308292502453,0.3494352698326111,0.2424549888819456,0.11420663818717003,0.024071544408798218
311,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,-0.049949947744607925,0.4951712489128113,0.09855606004146239,0.22261065058410168,0.39554622769355774,0.3044557571411133,0.2912885881960392
312,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,0,0,0.6066831946372986,0.37430813908576965,0.18810176406000137,0.4904956668615341,0.5433523207902908,0.3496053069829941,0.15768727473914623
313,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.7582767009735107,0.3830208480358124,0.13893460305974717,0.5706487745046616,0.27418918907642365,0.2727150619029999,0.2082118894904852
314,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,5,5,0.49425017833709717,0.4440320134162903,0.11467173482506463,0.4691410958766937,0.3457833155989647,0.38208727538585663,0.38469620048999786
315,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.6608420610427856,0.4902991056442261,0.166759352271834,0.5755705833435059,0.7098957300186157,0.607709527015686,0.42233338952064514
316,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,7,7,0.25994759798049927,0.46520566940307617,0.11911006783108898,0.3625766336917877,0.278260450810194,0.1490904875099659,0.3667293190956116
317,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,7,7,0.08831694722175598,0.25286242365837097,0.07959156295818477,0.17058968544006348,0.2210748139768839,0.17054696381092072,0.20496196765452623
318,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,5,5,0.6137054562568665,0.1584627777338028,0.10810650618783645,0.3860841169953346,0.024889633059501648,0.044096145778894424,0.06313867121934891
319,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,5,5,-0.28294843435287476,0.29037755727767944,0.09352344110416645,0.0037145614624023438,0.4995930790901184,0.15319802425801754,0.2527548708021641
320,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,2,2,-0.06830426305532455,0.5195167064666748,0.14363015282219685,0.22560622170567513,0.31338542327284813,0.1518617793917656,0.004239235073328018
321,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,5,5,0.6614102125167847,0.5042681694030762,0.17281462670532768,0.5828391909599304,0.5163685977458954,0.3774682432413101,0.3210008665919304
322,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,6,6,0.5249161124229431,0.2494363933801651,0.11619566365545833,0.3871762529015541,0.32091669738292694,0.35775358974933624,0.11499924305826426
323,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,4,4,0.1919272243976593,0.3824515640735626,0.16344425735732585,0.28718939423561096,0.23570691980421543,-0.0035695135593414307,0.05389685928821564
324,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,3,3,0.6382720470428467,0.3539750277996063,0.10734139987196267,0.4961235374212265,0.3440462425351143,0.3885066360235214,0.1757034221664071
325,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,9,9,0.17693714797496796,0.3708578646183014,0.11815456875260176,0.2738975062966347,0.2374969506636262,0.05753441900014877,0.16445361077785492
326,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,0,0,0.29392656683921814,0.41574493050575256,0.1066444115253746,0.35483574867248535,0.07641509175300598,0.11294989287853241,0.14622047543525696
327,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,6,6,0.6180806756019592,0.3565133512020111,0.11154351218627305,0.48729701340198517,0.2711341939866543,0.13860038807615638,-0.037813737988471985
328,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,0,0,0.7369700074195862,0.3937571048736572,0.1489202957443894,0.5653635561466217,0.43909674882888794,0.2288663163781166,0.3135775029659271
329,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.3114452660083771,0.3833521008491516,0.09785338397080014,0.34739868342876434,-0.012081578373908997,0.16933654434978962,0.13658403605222702
330,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,5,5,-0.01739390194416046,0.5585121512413025,0.14800824486813602,0.270559124648571,0.2230351809412241,0.3903481513261795,0.3987700417637825
331,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,0,0,0.3138410747051239,0.31539714336395264,0.13468100459891258,0.31461910903453827,-0.007001787424087524,0.2923807129263878,0.08103791810572147
332,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,6,6,0.34787479043006897,0.2946165204048157,0.07241164385645711,0.3212456554174423,0.2411682792881038,0.12190019525587559,0.07112713903188705
333,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.1383528858423233,0.3272598385810852,0.12221785001541437,0.23280636221170425,-0.1057533323764801,0.14807944372296333,0.35455870628356934
334,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.26937562227249146,0.25855958461761475,0.09250170978216378,0.2639676034450531,0.09332078695297241,0.12186312489211559,0.2295997142791748
335,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,1,1,-0.12712135910987854,0.3191384971141815,0.10504079866508588,0.09600856900215149,0.2436957061290741,0.14703327789902687,0.21815466322004795
336,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,2,2,-0.08779773861169815,0.41670531034469604,0.146052880525478,0.16445378586649895,0.0003407597541809082,0.3127812221646309,-0.042530909180641174
337,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.37474533915519714,0.4809707999229431,0.17807238149239007,0.42785806953907013,0.032154545187950134,0.2035454271826893,0.08300761133432388
338,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.7100158333778381,0.4197932481765747,0.24811581416378495,0.5649045407772064,0.6089290380477905,0.45122353732585907,0.13717826455831528
339,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,0,0,0.012574931606650352,0.3192474842071533,0.086472778027314,0.16591120790690184,0.16783849522471428,0.3988163024187088,0.2908782809972763
340,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,6,6,0.396503210067749,0.3824523091316223,0.09895349863041253,0.38947775959968567,0.14038631319999695,0.11725560203194618,0.07272736728191376
341,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.321889728307724,0.6066215634346008,0.11713895811094724,0.4642556458711624,0.4054136276245117,0.2429938348941505,0.17922882421407849
342,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,2,2,0.8297181129455566,0.28957751393318176,0.26866078119922093,0.5596478134393692,0.5498153120279312,0.37550728768110275,0.5183730125427246
343,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,5,5,0.464275062084198,0.3540080785751343,0.10039134134603493,0.40914157032966614,0.2956993170082569,0.16556708049029112,0.22536522150039673
344,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.5892767906188965,0.38588452339172363,0.13064459379929652,0.48758065700531006,0.1476578637957573,0.16291918605566025,0.2175055295228958
345,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,5,5,0.5104061961174011,0.5048865675926208,0.17163119488593098,0.507646381855011,0.23916978761553764,0.19158659549430013,0.3270854577422142
346,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,7,7,-0.18563047051429749,0.4070670008659363,0.11687229668557263,0.1107182651758194,0.16712171584367752,0.28302323818206787,0.20774907991290092
347,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.3969530165195465,0.3317280113697052,0.10307358100965659,0.36434051394462585,0.16768473759293556,0.4567471295595169,0.01581285148859024
348,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.23181793093681335,0.2251504510641098,0.11922228779639703,0.22848419100046158,0.4260992109775543,-0.06346669048070908,0.11532191187143326
349,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,9,9,0.5892658829689026,0.36454591155052185,0.14609794903369208,0.4769058972597122,0.2659701183438301,0.15332709046197124,0.04083894193172455
350,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,9,9,0.8324461579322815,0.3337523937225342,0.1769359208406502,0.5830992758274078,0.027999699115753174,0.04736500605940819,0.22732876241207123
351,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,1,1,-0.3077262043952942,0.22920610010623932,0.06847665066208519,-0.039260052144527435,0.43515127897262573,-0.04302576929330826,0.022492695599794388
352,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,8,8,0.1978881061077118,0.4570736289024353,0.2544270361563905,0.32748086750507355,-0.10344351828098297,0.039092741906642914,0.1569451279938221
353,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,0,0,0.6875465512275696,0.445332407951355,0.16308501061585381,0.5664394795894623,0.541223406791687,0.5163236707448959,0.11687961220741272
354,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,3,3,-0.10642962157726288,0.3730330467224121,0.08395479877203983,0.13330171257257462,0.21487658517435193,0.0834219753742218,0.2631383538246155
355,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,5,5,0.42086756229400635,0.40478166937828064,0.15100371886360506,0.4128246158361435,0.2306253737770021,0.03155222535133362,0.16727410443127155
356,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,6,6,0.19254033267498016,0.16505075991153717,0.08048175979450756,0.17879554629325867,0.573171466588974,0.3405561149120331,0.17024062760174274
357,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,2,2,-0.4946522116661072,0.416024774312973,0.09896915441613233,-0.03931371867656708,0.1477552279829979,0.3899531215429306,0.3063252903521061
358,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,1,1,0.29267552495002747,0.5220688581466675,0.11862129189487489,0.4073721915483475,0.3260945528745651,0.3551487773656845,0.1476704627275467
359,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,8,8,0.2846055030822754,0.5105206966400146,0.23858334464334835,0.397563099861145,-0.0887831449508667,0.022175073623657227,0.07599116489291191
360,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,3,3,0.778461217880249,0.3708314895629883,0.1509533153559706,0.5746463537216187,0.12204116582870483,-0.07026400044560432,0.12140835076570511
361,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,6,6,-0.14609785377979279,0.49246084690093994,0.08777077257285802,0.17318149656057358,0.2958668917417526,0.2382624950259924,-0.034754008054733276
362,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,0.715878427028656,0.23614878952503204,0.1563351244013568,0.476013608276844,0.19322628527879715,-0.08863431215286255,0.16590716317296028
363,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,8,8,0.5192695260047913,0.5113824605941772,0.1521493360627828,0.5153259932994843,0.3763549029827118,0.18261705234181136,0.05771408788859844
364,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,5,5,0.2701767385005951,0.5008466243743896,0.19783840330992772,0.38551168143749237,0.33712906390428543,0.012396693229675293,0.442856103181839
365,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,0,0,0.4338470697402954,0.22964337468147278,0.12796497432557494,0.3317452222108841,0.34448929131031036,0.22326507419347763,0.06423930823802948
366,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,6,6,0.5473650693893433,0.5155774354934692,0.11850561503222799,0.5314712524414062,0.12849192321300507,0.19068395905196667,0.13899535685777664
367,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,9,9,0.33409640192985535,0.48900797963142395,0.10231212362501704,0.41155219078063965,0.5341184884309769,0.5327426195144653,0.046166837215423584
368,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,8,8,-0.18436579406261444,0.3104342818260193,0.10065120102350478,0.06303424388170242,0.044827982783317566,0.5118061900138855,0.41783735156059265
369,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,1,1,0.37285369634628296,0.39549708366394043,0.10895222465759444,0.3841753900051117,0.33535251021385193,0.006686538457870483,-0.025259405374526978
370,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,3,3,0.012911579571664333,0.3263116180896759,0.11635049687012382,0.16961159883067012,-0.018236026167869568,-0.014107346534729004,-0.022674091160297394
371,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,0,0,0.5155633687973022,0.33034899830818176,0.1568318616112589,0.422956183552742,0.20433856081217527,0.3593246787786484,0.17060110718011856
372,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,9,9,0.21334776282310486,0.28751155734062195,0.13340105393713808,0.2504296600818634,-0.11817078292369843,0.02501269429922104,0.2126644216477871
373,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,4,5,5,0.6473675966262817,0.3323812782764435,0.14861214091429237,0.4898744374513626,0.11008765548467636,-0.0496542826294899,0.09405267983675003
374,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,2,2,0.07237795740365982,0.48740139603614807,0.10311606943925058,0.27988967671990395,0.5141375809907913,0.28916577994823456,0.19587316550314426
375,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,7,7,-0.009364305064082146,0.4767204821109772,0.12998728687117145,0.2336780885234475,0.14897602051496506,0.1861872412264347,0.04655962064862251
376,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.2275829166173935,0.5631864666938782,0.20789515054443267,0.39538469165563583,0.1522882878780365,0.18124518543481827,0.04301084578037262
377,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,5,5,0.4035191237926483,0.2473461776971817,0.09524631957142828,0.325432650744915,0.24623749172315001,0.024302631616592407,0.2955646477639675
378,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,4,4,0.601564347743988,0.45739150047302246,0.1346778208260763,0.5294779241085052,0.338871069252491,-0.006126329302787781,0.25721652805805206
379,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.25733017921447754,0.2207254320383072,0.0719457414421591,0.23902780562639236,0.24851319938898087,0.393704354763031,0.18043963983654976
380,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,-0.03134399279952049,0.5667897462844849,0.07223467176281666,0.2677228767424822,0.35880088806152344,0.150103397667408,0.3568033054471016
381,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,9,9,0.6292800903320312,0.5791881084442139,0.1645349177801196,0.6042340993881226,-0.10458727180957794,-0.056601062417030334,0.1774592027068138
382,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,0,0,0,0.5831361413002014,0.2475440502166748,0.21331866195611468,0.4153400957584381,0.5707242786884308,0.3459331765770912,0.4394763112068176
383,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,8,8,-0.013307553716003895,0.20630402863025665,0.14032097614143657,0.09649823745712638,0.4546963721513748,0.03616652637720108,0.08514836058020592
384,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,7,7,0.5897817015647888,0.44736650586128235,0.09783201490693624,0.5185741037130356,0.3705301731824875,0.23652725666761398,0.2074044942855835
385,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,8,0,0,0.687427818775177,0.2878757119178772,0.22510458234722117,0.4876517653465271,0.5514963865280151,0.41608336567878723,0.3404182717204094
386,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,7,7,7,0.2553901672363281,0.5037111043930054,0.11881039322603733,0.37955063581466675,-0.009448662400245667,0.10482291132211685,0.09916096925735474
387,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,2,2,0.6026898622512817,0.29343974590301514,0.1790251253424398,0.44806480407714844,0.37532124668359756,0.2369104102253914,0.11054901778697968
388,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,3,3,0.5593776702880859,0.48067787289619446,0.14250387747689006,0.5200277715921402,0.3190831243991852,-0.07204056531190872,0.11967188119888306
389,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,5,3,3,0.46622738242149353,0.3928726315498352,0.09701208026660729,0.42955000698566437,0.39468052983283997,0.005566030740737915,0.18331753462553024
390,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,1,1,1,0.486071914434433,0.47873905301094055,0.12234478938293927,0.48240548372268677,0.26301323249936104,0.16823755577206612,0.18292032554745674
391,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,0,0,0.4819435775279999,0.33007994294166565,0.17368040534989979,0.40601176023483276,0.6159414052963257,0.278496615588665,0.4247147887945175
392,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,4,4,0.6424387097358704,0.28012534976005554,0.10996965735521198,0.46128202974796295,0.2045033574104309,0.0672951340675354,0.3285314291715622
393,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,7,7,-0.27491575479507446,0.3356544077396393,0.13618039356094655,0.03036932647228241,0.4516420364379883,0.14325165003538132,0.36821766197681427
394,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,9,3,3,0.002313067438080907,0.4074866473674774,0.07620115735312002,0.20489985740277916,0.22651502303779125,0.18717287480831146,0.13327553868293762
395,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,6,6,6,0.3872424066066742,0.35472485423088074,0.09111800747178216,0.37098363041877747,0.07384593039751053,-0.029808901250362396,0.26427216082811356
396,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,2,6,6,0.35098785161972046,0.6035481095314026,0.13103439439780898,0.4772679805755615,0.37770096957683563,0.25620309077203274,0.18718612007796764
397,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.2,3,9,9,0.2674453854560852,0.4717656075954437,0.1316032277289479,0.36960549652576447,0.18056636676192284,0.5037510395050049,0.37151002883911133
